"Laboratory","Facility","Country","City","Sample Population","Sample Sub-Population","Reference Sample Type","Sample Set","Reference Method","Repeats","Blinding","Test Type","Test Format","Use Case","Test Name","Manufacturer","Catalog Number","Lot Number","Index Sample Type","Target","Antigen Used for Detection","RNA Extraction Kit","Estimated LoD","LoD Unit","Higher Cut-off","Lower Cut-off","Ct Value","Days of Sickness","Total Positive","Total Negative","True Positive","True Negative","Sensitivity","Specificity","Link to Publication","DOI","Comments"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","Triplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","OnSite COVID-19 IgG/IgM Rapid Test","CTK Biotech, Inc.","Not available","Not available","Serum","IgG; IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","137","92","78","Not available","56.9","95.6","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","50","Not available","8","Not available","16","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","21","Not available","11","Not available","52.4","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","66","Not available","52","Not available","78.8","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","137","92","71","Not available","51.8","97.8","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Symptomatic patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","50","Not available","8","Not available","16","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Symptomatic patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","21","Not available","11","Not available","52.4","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Symptomatic patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","66","Not available","52","Not available","78.8","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Symptomatic patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","137","92","71","Not available","51.8","98.9","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgG; IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","50","Not available","8","Not available","16","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgG; IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","21","Not available","11","Not available","52.4","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgG; IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","66","Not available","52","Not available","78.8","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","Duplicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","VivaDiag COVID-19 IgM/IgG Rapid Test","VivaChek Biotech (Hangzhou) Co., Ltd","Not available","Not available","Serum","IgG; IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","137","92","71","Not available","51.8","97.8","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Helsinki University Hospital Laboratory, Finland","Hospital","Finland","Not available","Confirmed COVID-19 patients","Mild; Moderate; Severe","Serum","Not available","Microneutralization test (MNT)","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Not available","Anti-SARS-CoV-2 ELISA (IgG) (manual, automated)","EUROIMMUN AG","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","41","82","29","71","70.7","86.6","https://www.medrxiv.org/content/10.1101/2020.05.18.20101618v1.full.pdf","10.1101/2020.05.18.20101618","Analysis using EUROLabworkstation (Euroimmun, Lbeck, Germany) Test cut-off 1.1 ratio Days of sickness: 3 to 16 days"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","40","Not available","6","Not available","15","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","21","Not available","10","Not available","47.6","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","55","Not available","51","Not available","92.7","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","116","92","67","90","Not available","97.8","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Helsinki University Hospital Laboratory, Finland","Hospital","Finland","Not available","Confirmed COVID-19 patients","Mild; Moderate; Severe","Serum","Not available","Microneutralization test (MNT)","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Not available","Anti-SARS-CoV-2 ELISA (IgA) (manual, automated)","EUROIMMUN AG","Not available","Not available","Serum","IgA","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","41","82","36","56","87.8","68.3","https://www.medrxiv.org/content/10.1101/2020.05.18.20101618v1.full.pdf","10.1101/2020.05.18.20101618","Analysis using EUROLabworkstation (Euroimmun, Lbeck, Germany) Test cut-off 1.1 ratio Days of sickness: 3 to 16 days"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgA; IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","40","Not available","13","Not available","32.5","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgA; IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","21","Not available","13","Not available","61.9","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgA; IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","55","Not available","53","Not available","96.4","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgA; IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","116","92","79","67","68.1","72.8","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Helsinki University Hospital Laboratory, Finland","Hospital","Finland","Not available","Confirmed COVID-19 patients","Mild; Moderate; Severe","Serum","Not available","Microneutralization test (MNT)","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","SARS-CoV-2 S1/S2 IgG kit","DiaSorin S.p.A.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","32","79","14","75","43.8","94.9","https://www.medrxiv.org/content/10.1101/2020.05.18.20101618v1.full.pdf","10.1101/2020.05.18.20101618","Analysis using Diasorin Liaison XL (DiaSorin, Saluggia, Italy) Test cut-off 15 AU/ml Days of sickness: 3 to 16 days"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgA","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","40","Not available","13","Not available","32.5","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgA","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","21","Not available","13","Not available","61.9","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgA","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","55","Not available","50","Not available","90.9","Not available","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Clinical Trials Research Laboratory - Royal Melbourne Hospital","Hospital","Australia","Melbourne","Confirmed COVID-19 patients","Not available","Respiratory specimen","Not available","RT-PCR","No replicates","Blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","EUROIMMUN EIA","EUROIMMUN AG","Not available","Not available","Serum","IgA","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","116","92","76","67","65.5","72.8","https://www.health.gov.au/sites/default/files/documents/2020/05/post-market-validation-of-three-serological-assays-for-covid-19-final-report.pdf","Not available","Controls: Other non-COVID-19 infections; pre-pandemic controls"
"Helsinki University Hospital Laboratory, Finland","Hospital","Finland","Not available","Confirmed COVID-19 patients","Mild; Moderate; Severe","Serum","Not available","Microneutralization test (MNT)","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection","2019-nCov IgM/IgG Rapid Test","Acro Biotech, Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","41","82","23","61","56.1","74.4","https://www.medrxiv.org/content/10.1101/2020.05.18.20101618v1.full.pdf","10.1101/2020.05.18.20101618","Days of sickness: 3 to 16 days"
"Emory University Nell Hodgson Woodruff School of Nursing","Hospital","United States of America (USA)","Atlanta","Recovered COVID-19 patients","Mild","Not available","Retrospective set","RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of past infection","IgG indirect ELISA assay","GenScript","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","14","78","4","Not available","28.6","92.3","https://www.medrxiv.org/content/10.1101/2020.05.10.20097535v1.full.pdf","10.1101/2020.05.10.20097535","Cases:recovered mild cases Controls:pre-2020 healthy adult control participants A cut-off of 0.89 OD"
"Helsinki University Hospital Laboratory, Finland","Hospital","Finland","Not available","Confirmed COVID-19 patients","Mild; Moderate; Severe","Serum","Not available","Microneutralization test (MNT)","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection","2019-nCov IgM/IgG Rapid Test","Acro Biotech, Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","41","82","19","57","46.3","69.5","https://www.medrxiv.org/content/10.1101/2020.05.18.20101618v1.full.pdf","10.1101/2020.05.18.20101618","Days of sickness: 3 to 16 days"
"Diagnostic Support Group (DSP) at PHE Porton","Public Health","Great Britain","Not available","Confirmed COVID-19 patients","Not available","Pharyngeal swabs","Not available","RT-PCR","No replicates","Not available","Antibody","Electrochemiluminescence immunoassay (ECLIA)","Detection of current infection; Detection of past infection","Elecsys® Anti-SARS-CoV-2","Roche Diagnostics","Not available","49025901","Serum","IgG; IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","73","Not available","64","Not available","87.7","Not available","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/886159/PHE_Evaluation_of_Roche_Elecsys_anti_SARS_CoV_2.pdf","Not available","Not available"
"Helsinki University Hospital Laboratory, Finland","Hospital","Finland","Not available","Confirmed COVID-19 patients","Mild; Moderate; Severe","Serum","Not available","Microneutralization test (MNT)","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection","SARS-CoV-2 IgG/IgM Rapid Qualitative Test Kit","Xiamen Biotime Biotechnology Co., Ltd","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","32","80","23","78","71.9","97.5","https://www.medrxiv.org/content/10.1101/2020.05.18.20101618v1.full.pdf","10.1101/2020.05.18.20101618","Days of sickness: 3 to 16 days"
"Diagnostic Support Group (DSP) at PHE Porton","Public Health","Great Britain","Not available","Confirmed COVID-19 patients","Not available","Pharyngeal swabs","Not available","RT-PCR","No replicates","Not available","Antibody","Electrochemiluminescence immunoassay (ECLIA)","Detection of current infection; Detection of past infection","Elecsys® Anti-SARS-CoV-2","Roche Diagnostics","Not available","49025901","Serum","IgG; IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","93","472","78","0","83.9","Not available","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/886159/PHE_Evaluation_of_Roche_Elecsys_anti_SARS_CoV_2.pdf","Not available","Not available"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","2019-nCoV IgG/IgM Antibody Detection Kit","Zhuhai Lizhu Reagent Co., Ltd.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","58","Not available","19","Not available","32.8","Not available","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","2019-nCoV IgG/IgM Antibody Detection Kit","Zhuhai Lizhu Reagent Co., Ltd.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","69","Not available","47","Not available","68.1","Not available","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","2019-nCoV IgG/IgM Antibody Detection Kit","Zhuhai Lizhu Reagent Co., Ltd.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","111","Not available","102","Not available","91.9","Not available","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
"Helsinki University Hospital Laboratory, Finland","Hospital","Finland","Not available","Confirmed COVID-19 patients","Mild; Moderate; Severe","Serum","Not available","Microneutralization test (MNT)","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection","SARS-CoV-2 IgG/IgM Rapid Qualitative Test Kit","Xiamen Biotime Biotechnology Co., Ltd","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","32","80","26","71","81.2","88.8","https://www.medrxiv.org/content/10.1101/2020.05.18.20101618v1.full.pdf","10.1101/2020.05.18.20101618","Days of sickness: 3 to 16 days"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","2019-nCoV IgG/IgM Antibody Detection Kit","Zhuhai Lizhu Reagent Co., Ltd.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","238","120","168","118","70.6","98.3","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","2019-nCoV IgG/IgM Antibody Detection Kit","Zhuhai Lizhu Reagent Co., Ltd.","Not available","Not available","Serum","IgG; IgM","Not available","Shuoshi, Shanghai, China","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","58","Not available","25","Not available","43.1","Not available","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","2019-nCoV IgG/IgM Antibody Detection Kit","Zhuhai Lizhu Reagent Co., Ltd.","Not available","Not available","Serum","IgG; IgM","Not available","Shuoshi, Shanghai, China","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","69","Not available","62","Not available","89.9","Not available","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","2019-nCoV IgG/IgM Antibody Detection Kit","Zhuhai Lizhu Reagent Co., Ltd.","Not available","Not available","Serum","IgG; IgM","Not available","Shuoshi, Shanghai, China","Not available","Not available","Not available","Not available","Not available","Late (>14)","111","Not available","107","Not available","96.4","Not available","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
